2;[0.0, 0.0, 1.0, 3.0, 3.0, 3.0, 1.0, 2.0, 3.0, 5.0, 4.0, 2.0, 2.0, 3.0, 1.0, 4.0, 4.0, 5.0, 6.0, 6.0, 2.0, 2.0, 6.0, 3.0, 3.0, 6.0, 1.0, 6.0, 4.0, 5.0, 5.0, 3.0, 2.0, 2.0, 1.0, 4.0, 3.0, 3.0, 6.0, 6.0, 3.0, 3.0, 1.0, 1.0, 1.0, 6.0, 0.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 6.0, 0.0, 0.0, 0.0, 4.0, 0.0, 5.0, 1.0, 1.0, 1.0, 6.0];-3596;93.40999174118042;32.8125% idealnego rozwi¹zania
2;[0.0, 0.0, 0.0, 0.0, 6.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 1.0, 1.0, 3.0, 3.0, 3.0, 4.0, 2.0, 2.0, 6.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 4.0, 6.0, 6.0, 5.0, 5.0, 5.0, 2.0, 6.0, 6.0, 5.0, 5.0, 5.0, 3.0, 3.0, 0.0, 3.0, 6.0, 1.0, 4.0, 1.0, 1.0, 0.0, 0.0, 4.0, 6.0, 5.0, 6.0, 6.0, 4.0, 4.0, 0.0, 3.0, 3.0, 5.0, 5.0, 4.0, 1.0, 6.0];-2542;95.69599747657776;42.1875% idealnego rozwi¹zania
2;[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.0, 0.0, 2.0, 2.0, 4.0, 3.0, 0.0, 3.0, 2.0, 5.0, 6.0, 5.0, 4.0, 3.0, 0.0, 6.0, 6.0, 0.0, 5.0, 5.0, 1.0, 3.0, 0.0, 6.0, 5.0, 3.0, 2.0, 5.0, 3.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 1.0, 2.0, 0.0, 6.0, 1.0, 1.0, 0.0, 0.0, 0.0, 5.0, 0.0, 1.0, 1.0, 6.0];-3076;92.795649766922;46.875% idealnego rozwi¹zania
1;[6.0, 1.0, 9.0, 1.0, 2.0, 2.0, 1.0, 2.0, 6.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 5.0, 3.0, 0.0, 4.0, 5.0, 3.0, 4.0, 4.0, 0.0, 3.0, 2.0, 2.0, 6.0, 6.0, 7.0, 1.0, 0.0, 3.0, 4.0, 7.0, 7.0, 8.0, 7.0, 2.0, 6.0, 3.0, 4.0, 8.0, 6.0, 8.0, 7.0, 3.0, 1.0, 8.0, 5.0, 8.0, 9.0, 0.0, 6.0, 9.0, 9.0, 9.0, 5.0, 8.0, 1.0, 7.0, 1.0, 8.0];-4760;117.55759572982788;46.875% idealnego rozwi¹zania
0;[0.0, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 2.0, 2.0, 6.0, 6.0, 2.0, 2.0, 7.0, 7.0, 7.0, 3.0, 6.0, 6.0, 6.0, 1.0, 7.0, 4.0, 4.0, 8.0, 5.0, 8.0, 6.0, 6.0, 1.0, 5.0, 3.0, 6.0, 0.0, 8.0, 4.0, 7.0, 7.0, 0.0, 2.0, 8.0, 0.0, 8.0, 7.0, 1.0, 0.0, 1.0, 2.0, 0.0, 3.0, 8.0, 0.0, 4.0, 0.0, 1.0, 8.0, 8.0, 5.0, 8.0, 2.0, 2.0, 0.0];-4301;96.97097516059875;32.8125% idealnego rozwi¹zania
1;[3.0, 5.0, 0.0, 1.0, 2.0, 2.0, 6.0, 6.0, 3.0, 3.0, 0.0, 4.0, 4.0, 4.0, 1.0, 1.0, 9.0, 9.0, 3.0, 4.0, 2.0, 5.0, 7.0, 9.0, 3.0, 7.0, 3.0, 9.0, 0.0, 6.0, 7.0, 7.0, 0.0, 3.0, 4.0, 7.0, 7.0, 2.0, 3.0, 8.0, 1.0, 9.0, 9.0, 9.0, 6.0, 6.0, 3.0, 8.0, 9.0, 4.0, 3.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 8.0];-6840;111.51833033561707;39.0625% idealnego rozwi¹zania
1;[0.0, 4.0, 1.0, 1.0, 2.0, 2.0, 9.0, 2.0, 4.0, 3.0, 0.0, 8.0, 8.0, 1.0, 9.0, 1.0, 6.0, 6.0, 0.0, 4.0, 5.0, 5.0, 1.0, 4.0, 6.0, 3.0, 2.0, 4.0, 7.0, 6.0, 7.0, 6.0, 0.0, 0.0, 4.0, 3.0, 7.0, 5.0, 5.0, 6.0, 9.0, 9.0, 4.0, 3.0, 3.0, 3.0, 3.0, 1.0, 6.0, 8.0, 4.0, 9.0, 9.0, 6.0, 8.0, 0.0, 6.0, 8.0, 5.0, 1.0, 1.0, 8.0, 8.0, 8.0];-6440;110.39558815956116;39.0625% idealnego rozwi¹zania
2;[0.0, 0.0, 0.0, 3.0, 4.0, 4.0, 1.0, 2.0, 3.0, 3.0, 6.0, 6.0, 6.0, 0.0, 4.0, 5.0, 4.0, 3.0, 3.0, 5.0, 2.0, 0.0, 1.0, 1.0, 4.0, 3.0, 5.0, 5.0, 6.0, 4.0, 5.0, 4.0, 0.0, 0.0, 3.0, 2.0, 2.0, 3.0, 0.0, 6.0, 5.0, 3.0, 3.0, 1.0, 1.0, 6.0, 0.0, 1.0, 4.0, 4.0, 4.0, 2.0, 1.0, 6.0, 6.0, 6.0, 0.0, 0.0, 0.0, 5.0, 3.0, 3.0, 1.0, 6.0];-3589;94.09539413452148;46.875% idealnego rozwi¹zania
0;[0.0, 0.0, 1.0, 2.0, 3.0, 3.0, 3.0, 4.0, 5.0, 5.0, 7.0, 1.0, 5.0, 2.0, 3.0, 6.0, 0.0, 1.0, 6.0, 6.0, 0.0, 0.0, 1.0, 3.0, 0.0, 2.0, 2.0, 7.0, 7.0, 1.0, 1.0, 3.0, 5.0, 8.0, 6.0, 6.0, 0.0, 4.0, 7.0, 7.0, 0.0, 0.0, 6.0, 5.0, 7.0, 7.0, 4.0, 7.0, 4.0, 4.0, 5.0, 3.0, 7.0, 6.0, 4.0, 1.0, 1.0, 8.0, 2.0, 2.0, 8.0, 5.0, 0.0, 7.0];-5012;100.20520615577698;40.625% idealnego rozwi¹zania
1;[5.0, 4.0, 4.0, 1.0, 2.0, 3.0, 6.0, 2.0, 4.0, 3.0, 0.0, 0.0, 1.0, 6.0, 3.0, 1.0, 0.0, 3.0, 8.0, 4.0, 5.0, 5.0, 0.0, 3.0, 3.0, 3.0, 4.0, 2.0, 7.0, 6.0, 7.0, 3.0, 0.0, 2.0, 4.0, 2.0, 7.0, 4.0, 6.0, 6.0, 1.0, 1.0, 9.0, 1.0, 6.0, 6.0, 4.0, 6.0, 6.0, 8.0, 9.0, 2.0, 9.0, 8.0, 9.0, 9.0, 6.0, 5.0, 5.0, 2.0, 5.0, 3.0, 8.0, 8.0];-6920;110.8295476436615;46.875% idealnego rozwi¹zania
